horas_estudio_semana,asistencia_pct,nota_parcial,trabaja,horas_trabajo_semana,nivel_socioeconomico,nota_final,riesgo_academico
12.8,74.7,13.9,0,0.0,Alto,16.7,aprobado
10.5,69.0,17.7,0,0.0,Bajo,15.4,aprobado
23.5,57.5,11.4,0,0.0,Medio,15.2,aprobado
3.7,89.6,19.1,1,27.0,Medio,15.2,aprobado
1.5,45.6,11.0,0,0.0,Alto,6.8,reprobado
27.4,71.2,5.4,0,0.0,Bajo,15.0,aprobado
24.7,99.9,10.7,1,45.0,Medio,16.8,aprobado
,42.9,14.9,0,0.0,Medio,16.6,aprobado
11.3,93.3,17.9,1,18.0,medio,16.9,aprobado
25.5,47.9,15.2,0,0.0,Bajo,16.2,aprobado
23.3,95.6,7.7,0,0.0,Bajo,14.2,aprobado
18.5,96.5,19.7,0,0.0,Bajo,20.0,aprobado
7.9,83.0,,0,0.0,MEDIO,13.4,en_riesgo
9.6,44.3,18.8,0,0.0,Alto,14.5,aprobado
22.2,93.7,15.2,1,18.0,Medio,20.0,aprobado
8.3,97.0,9.1,1,9.0,Bajo,12.8,en_riesgo
12.4,77.4,9.5,0,0.0,Bajo,12.6,en_riesgo
4.9,86.1,19.2,1,37.0,Alto,14.1,aprobado
21.7,60.3,19.2,1,36.0,Medio,15.1,aprobado
,79.2,5.4,0,0.0,Medio,11.0,en_riesgo
9.6,60.4,,0,0.0,Alto,15.4,aprobado
18.6,79.1,5.6,1,42.0,Medio,12.2,en_riesgo
29.9,66.9,10.8,1,41.0,Alto,15.4,aprobado
1.3,67.4,7.5,0,0.0,Medio,5.8,reprobado
21.1,47.7,16.4,1,44.0,Medio,15.8,aprobado
15.3,55.2,19.6,0,0.0,Medio,16.7,aprobado
20.7,62.6,9.2,1,34.0,Bajo,9.9,reprobado
16.7,42.8,5.4,1,20.0,Bajo,8.0,reprobado
28.6,76.8,16.5,1,28.0,Medio,19.9,aprobado
20.3,70.9,16.0,1,33.0,Bajo,16.0,aprobado
10.8,89.7,17.2,0,0.0,Medio,15.4,aprobado
10.4,82.9,18.6,0,0.0,Medio,15.7,aprobado
26.2,55.0,19.6,0,0.0,Medio,20.0,aprobado
27.3,95.6,19.9,1,29.0,Medio,20.0,aprobado
1.1,89.6,16.0,1,47.0,Medio,10.5,reprobado
25.1,95.7,5.8,0,0.0,Bajo,13.7,en_riesgo
,54.7,12.5,0,0.0,Medio,16.0,aprobado
6.2,76.9,11.9,0,0.0,Bajo,10.0,reprobado
18.2,52.0,19.1,1,23.0,Alto,16.9,aprobado
29.5,83.8,5.3,0,0.0,Alto,16.6,aprobado
6.9,81.2,14.7,0,0.0,Medio,11.8,en_riesgo
4.6,84.9,11.6,1,43.0,Medio,9.5,reprobado
8.7,61.3,15.4,0,0.0,Alto,14.7,aprobado
5.6,93.9,11.4,1,10.0,Medio,11.8,en_riesgo
18.5,84.3,7.0,0,0.0,Medio,13.0,en_riesgo
25.9,40.9,16.4,0,0.0,Medio,18.1,aprobado
2.1,51.5,7.0,0,0.0,Bajo,6.8,reprobado
10.8,42.1,6.4,0,0.0,Bajo,7.1,reprobado
16.1,62.0,16.4,0,0.0,Alto,14.6,aprobado
14.3,94.6,9.1,1,13.0,Bajo,12.5,en_riesgo
14.8,57.0,12.8,0,0.0,Alto,13.3,en_riesgo
,66.5,17.5,0,0.0,Alto,14.2,aprobado
7.9,73.1,,0,0.0,Medio,13.2,en_riesgo
22.9,94.4,19.5,1,37.0,Medio,17.9,aprobado
13.9,98.0,15.5,0,0.0,Alto,18.2,aprobado
22.5,65.0,13.8,1,28.0,Medio,16.4,aprobado
7.9,56.6,15.3,0,0.0,Medio,12.4,en_riesgo
18.1,71.8,17.2,0,0.0,Medio,16.8,aprobado
29.1,52.6,9.1,0,0.0,Bajo,14.9,aprobado
1.9,62.9,9.8,0,0.0,Medio,8.8,reprobado
28.8,89.2,9.6,0,0.0,Bajo,16.4,aprobado
29.8,75.7,16.1,1,41.0,Bajo,18.2,aprobado
11.7,74.8,13.1,0,0.0,Medio,14.1,aprobado
27.9,70.3,11.6,1,26.0,Bajo,17.6,aprobado
,54.9,16.1,1,21.0,medio,15.2,aprobado
4.7,41.4,16.7,0,0.0,Medio,10.1,reprobado
3.8,67.7,15.4,0,0.0,Medio,11.3,en_riesgo
2.5,53.6,8.7,0,0.0,Bajo,8.1,reprobado
2.3,85.8,15.3,0,0.0,alto,13.4,en_riesgo
11.0,89.7,16.5,1,41.0,Medio,16.2,aprobado
12.7,92.1,14.4,1,29.0,Medio,13.7,en_riesgo
28.9,56.0,17.8,0,0.0,Medio,20.0,aprobado
14.2,79.2,9.2,0,0.0,Alto,15.0,aprobado
11.4,96.6,13.5,1,30.0,Medio,11.9,en_riesgo
21.7,59.3,,0,0.0,bajo,15.9,aprobado
3.6,76.2,14.3,0,0.0,Medio,12.7,en_riesgo
18.8,91.8,5.0,1,20.0,Bajo,14.2,aprobado
2.3,43.5,13.5,0,0.0,Alto,11.9,en_riesgo
11.7,78.2,13.1,1,32.0,Medio,10.7,reprobado
16.7,89.4,7.8,0,0.0,Medio,14.2,aprobado
21.3,90.7,,0,0.0,Alto,13.2,en_riesgo
3.4,45.7,13.9,1,14.0,Alto,10.1,reprobado
7.0,88.2,12.4,0,0.0,Alto,13.0,en_riesgo
24.1,86.1,14.9,0,0.0,Bajo,19.5,aprobado
2.9,68.7,11.2,0,0.0,medio,10.4,reprobado
,72.4,11.3,1,8.0,Medio,18.2,aprobado
28.0,74.6,19.6,1,46.0,Medio,20.0,aprobado
,80.5,11.5,1,38.0,Alto,16.3,aprobado
23.4,88.1,16.5,0,0.0,Alto,20.0,aprobado
12.4,85.2,17.6,1,41.0,medio,13.2,en_riesgo
27.9,46.6,14.2,0,0.0,Bajo,17.2,aprobado
2.1,56.8,13.2,0,0.0,Medio,9.4,reprobado
4.8,96.7,19.2,1,0.0,Medio,14.5,aprobado
29.6,97.6,18.0,1,15.0,Medio,19.2,aprobado
14.0,42.7,19.7,1,38.0,Medio,15.8,aprobado
23.4,92.4,8.3,1,10.0,Alto,14.8,aprobado
29.8,61.1,,1,31.0,Bajo,20.0,aprobado
12.6,92.8,5.6,1,26.0,Medio,8.3,reprobado
7.5,72.9,19.6,0,0.0,Bajo,14.1,aprobado
2.4,75.8,,0,0.0,Medio,12.8,en_riesgo
14.8,60.2,6.8,0,0.0,Bajo,9.7,reprobado
29.1,52.2,18.3,1,37.0,medio,17.7,aprobado
14.6,60.1,15.6,1,26.0,Medio,15.3,aprobado
1.5,58.5,13.3,0,0.0,Alto,11.4,en_riesgo
27.1,53.0,16.1,0,0.0,Medio,16.9,aprobado
23.9,82.1,18.9,0,0.0,Medio,20.0,aprobado
27.4,53.5,13.5,1,38.0,Medio,17.3,aprobado
28.5,54.5,,0,0.0,Alto,17.6,aprobado
24.7,51.8,15.2,1,10.0,Alto,19.5,aprobado
3.1,78.0,11.7,1,11.0,Alto,11.2,en_riesgo
16.4,68.9,6.4,0,0.0,Bajo,11.9,en_riesgo
4.0,91.4,7.6,1,15.0,Alto,11.7,en_riesgo
21.0,89.0,17.5,0,0.0,Bajo,19.4,aprobado
25.2,40.2,9.3,0,0.0,Medio,15.8,aprobado
3.3,57.3,7.4,0,0.0,Medio,6.9,reprobado
,67.8,,0,0.0,Alto,13.0,en_riesgo
,85.7,15.4,0,0.0,Alto,19.0,aprobado
29.1,90.6,18.6,0,0.0,Medio,20.0,aprobado
3.9,89.6,12.5,0,0.0,Bajo,10.8,reprobado
14.7,63.1,18.0,0,0.0,Medio,15.9,aprobado
8.2,78.2,13.5,0,0.0,Bajo,12.6,en_riesgo
1.7,89.5,19.6,1,45.0,Bajo,10.6,reprobado
21.2,73.2,15.4,1,26.0,Alto,15.6,aprobado
24.1,91.5,16.1,1,28.0,Bajo,17.7,aprobado
7.7,96.8,6.4,0,0.0,Medio,8.9,reprobado
27.4,90.5,11.6,1,46.0,Medio,17.1,aprobado
22.9,79.1,15.4,1,30.0,Bajo,15.0,aprobado
17.8,97.2,11.5,1,14.0,Alto,16.6,aprobado
5.7,54.7,6.4,1,18.0,Medio,8.2,reprobado
13.2,58.6,,1,29.0,Bajo,9.3,reprobado
7.6,46.0,14.8,0,0.0,Bajo,12.3,en_riesgo
21.6,44.9,11.4,0,0.0,Bajo,13.9,en_riesgo
2.6,44.9,9.1,0,0.0,Medio,7.7,reprobado
13.0,41.4,,0,0.0,Medio,8.5,reprobado
,53.1,12.6,0,0.0,Bajo,11.1,en_riesgo
23.8,68.8,15.8,0,0.0,Medio,19.6,aprobado
6.3,40.1,8.9,1,37.0,Bajo,5.9,reprobado
3.3,93.2,11.7,0,0.0,Medio,14.1,aprobado
,82.8,7.0,0,0.0,Medio,15.6,aprobado
13.2,96.6,5.6,0,0.0,Medio,11.6,en_riesgo
16.0,98.5,10.7,1,24.0,Medio,15.5,aprobado
17.4,64.5,10.4,1,39.0,Medio,12.0,en_riesgo
19.2,72.5,,0,0.0,Bajo,11.1,en_riesgo
11.6,71.6,14.0,0,0.0,Medio,13.0,en_riesgo
7.9,48.8,8.3,1,0.0,Alto,8.6,reprobado
6.1,87.2,10.4,1,47.0,Medio,10.9,reprobado
25.9,83.1,10.6,0,0.0,Alto,17.9,aprobado
26.6,63.0,16.3,0,0.0,Bajo,19.2,aprobado
22.1,55.0,18.2,1,42.0,Alto,18.8,aprobado
23.9,71.0,14.2,1,47.0,Bajo,14.8,aprobado
19.6,82.9,16.8,1,47.0,Alto,16.6,aprobado
9.4,66.8,,0,0.0,Bajo,14.7,aprobado
12.6,89.5,12.7,1,10.0,Medio,12.7,en_riesgo
27.9,54.2,17.1,0,0.0,Bajo,19.9,aprobado
6.4,40.7,7.6,0,0.0,Alto,10.1,reprobado
16.5,86.8,,1,9.0,Medio,15.2,aprobado
19.8,97.0,6.0,0,0.0,Medio,14.3,aprobado
3.5,88.8,,0,0.0,Bajo,10.2,reprobado
11.0,100.0,6.4,0,0.0,Alto,11.7,en_riesgo
26.1,73.5,8.7,0,0.0,Alto,17.6,aprobado
26.5,43.2,,0,0.0,Medio,17.2,aprobado
1.9,82.1,11.7,0,0.0,Bajo,9.2,reprobado
4.2,49.6,19.8,1,29.0,Medio,11.2,en_riesgo
21.1,53.5,7.7,1,20.0,Medio,12.2,en_riesgo
8.6,58.8,9.9,0,0.0,Medio,13.5,en_riesgo
12.2,98.7,,1,38.0,Medio,16.1,aprobado
13.3,80.9,9.8,0,0.0,Alto,13.0,en_riesgo
14.8,85.5,13.9,1,17.0,Medio,15.4,aprobado
4.5,43.5,17.2,1,44.0,Medio,9.5,reprobado
1.7,40.7,14.0,1,44.0,Bajo,8.6,reprobado
,75.7,,0,0.0,Medio,13.8,en_riesgo
19.2,40.6,,1,31.0,Bajo,11.5,en_riesgo
8.3,98.0,19.2,1,15.0,Medio,16.7,aprobado
6.3,52.6,13.2,1,23.0,Medio,9.6,reprobado
18.9,49.1,5.2,0,0.0,Alto,10.8,reprobado
19.8,40.5,8.0,0,0.0,Bajo,11.0,en_riesgo
6.9,76.4,11.0,0,0.0,Medio,11.1,en_riesgo
12.3,66.5,9.9,0,0.0,Medio,12.7,en_riesgo
18.6,77.9,11.6,0,0.0,Medio,17.7,aprobado
8.8,71.2,15.1,1,45.0,Alto,11.9,en_riesgo
2.6,95.2,16.8,1,42.0,Bajo,10.8,reprobado
17.5,90.7,11.9,0,0.0,Medio,15.1,aprobado
11.8,74.7,7.6,1,23.0,Bajo,9.9,reprobado
28.5,79.0,17.7,0,0.0,Medio,20.0,aprobado
27.6,82.7,12.3,0,0.0,Medio,18.1,aprobado
5.7,89.1,16.6,0,0.0,Alto,16.1,aprobado
19.8,92.3,,1,20.0,Medio,17.4,aprobado
7.5,64.7,14.2,1,22.0,Medio,12.1,en_riesgo
18.2,54.5,9.9,1,44.0,Medio,12.7,en_riesgo
4.8,61.9,14.3,1,23.0,Bajo,12.5,en_riesgo
15.5,92.1,6.5,0,0.0,Bajo,12.0,en_riesgo
4.9,93.4,,0,0.0,Bajo,11.7,en_riesgo
,78.2,12.4,0,0.0,Medio,10.1,reprobado
8.4,98.6,11.1,0,0.0,Medio,13.7,en_riesgo
8.2,42.5,17.7,1,44.0,Bajo,11.0,en_riesgo
25.3,90.0,14.4,1,11.0,Medio,19.6,aprobado
,87.0,16.9,0,0.0,Medio,16.6,aprobado
27.3,70.6,7.5,0,0.0,Alto,13.1,en_riesgo
16.6,70.4,10.9,1,11.0,Bajo,12.6,en_riesgo
3.6,80.1,15.5,1,43.0,Alto,10.2,reprobado
3.7,81.2,12.9,0,0.0,Medio,11.4,en_riesgo
13.9,86.8,12.0,1,28.0,Alto,15.4,aprobado
26.6,57.6,9.9,1,31.0,Alto,16.3,aprobado
4.6,87.5,9.7,0,0.0,MEDIO,7.8,reprobado
12.8,88.5,10.5,1,33.0,Medio,12.8,en_riesgo
17.2,98.2,,1,11.0,Medio,17.3,aprobado
22.0,73.7,8.7,1,14.0,Medio,12.7,en_riesgo
11.5,90.4,8.1,0,0.0,Medio,10.6,reprobado
29.5,90.8,17.3,0,0.0,Medio,20.0,aprobado
9.9,95.8,12.1,0,0.0,Medio,15.2,aprobado
21.6,62.0,10.2,1,16.0,Alto,17.2,aprobado
17.6,71.3,19.9,0,0.0,Medio,17.3,aprobado
21.2,70.2,9.4,0,0.0,bajo,12.9,en_riesgo
1.1,92.1,12.3,0,0.0,Bajo,10.4,reprobado
13.2,73.7,5.9,0,0.0,Medio,10.6,reprobado
23.9,89.2,,1,0.0,Bajo,15.8,aprobado
18.8,73.3,18.4,1,24.0,Bajo,16.9,aprobado
18.9,75.9,19.7,0,0.0,Medio,20.0,aprobado
17.6,66.6,8.7,0,0.0,Medio,15.0,aprobado
10.2,98.6,,0,0.0,Bajo,17.3,aprobado
24.9,53.7,17.4,0,0.0,Medio,20.0,aprobado
,66.1,16.5,0,0.0,Bajo,19.9,aprobado
23.1,52.7,7.2,0,0.0,Alto,15.2,aprobado
21.4,47.8,,0,0.0,Medio,14.3,aprobado
7.7,89.6,6.4,0,0.0,Alto,12.4,en_riesgo
11.2,98.3,6.8,1,19.0,Bajo,9.9,reprobado
3.3,88.1,,0,0.0,Alto,10.2,reprobado
5.0,55.0,16.1,0,0.0,Alto,15.9,aprobado
19.3,78.3,12.0,0,0.0,bajo,13.4,en_riesgo
17.2,98.9,18.1,0,0.0,medio,20.0,aprobado
12.4,66.6,17.1,0,0.0,Medio,15.9,aprobado
4.0,65.3,,0,0.0,Medio,11.3,en_riesgo
,78.3,7.3,1,39.0,Medio,10.8,reprobado
26.5,60.3,14.0,0,0.0,Bajo,18.9,aprobado
18.2,58.3,16.7,1,36.0,Medio,15.4,aprobado
20.8,61.5,5.2,0,0.0,Bajo,13.8,en_riesgo
27.3,46.9,13.8,1,38.0,Medio,14.2,aprobado
10.3,54.3,13.4,1,20.0,Bajo,9.7,reprobado
21.9,58.9,13.0,1,43.0,Medio,13.0,en_riesgo
28.0,73.6,19.8,0,0.0,Alto,20.0,aprobado
3.5,88.8,,0,0.0,Bajo,10.2,reprobado
14.0,92.4,10.8,0,0.0,Bajo,15.5,aprobado
4.1,44.8,17.9,0,0.0,Alto,14.1,aprobado
6.3,42.1,11.5,0,0.0,Bajo,10.2,reprobado
17.3,48.6,13.8,0,0.0,Bajo,12.9,en_riesgo
15.0,97.9,7.6,1,39.0,Medio,9.8,reprobado
12.8,92.7,8.8,0,0.0,Alto,13.5,en_riesgo
23.2,59.8,14.8,0,0.0,Medio,18.4,aprobado
21.6,66.3,13.6,0,0.0,Bajo,18.2,aprobado
12.7,55.7,8.5,0,0.0,Medio,9.8,reprobado
17.0,89.2,8.1,1,47.0,Medio,10.2,reprobado
6.3,92.1,19.2,0,0.0,Bajo,13.9,en_riesgo
20.8,87.6,14.9,1,36.0,Bajo,19.0,aprobado
26.5,92.3,15.2,0,0.0,Medio,19.3,aprobado
10.9,55.6,7.3,0,0.0,Medio,9.3,reprobado
27.1,94.0,18.8,0,0.0,Bajo,20.0,aprobado
26.9,72.2,10.4,0,0.0,Medio,17.4,aprobado
5.5,94.4,19.1,0,0.0,Alto,16.1,aprobado
12.7,58.0,12.4,0,0.0,Medio,13.8,en_riesgo
16.5,79.6,17.3,1,46.0,Alto,16.5,aprobado
,48.8,6.2,0,0.0,Bajo,6.1,reprobado
28.4,50.1,18.5,1,29.0,Medio,18.7,aprobado
17.3,55.5,13.0,0,0.0,Bajo,14.9,aprobado
7.9,44.8,8.3,0,0.0,Medio,9.7,reprobado
19.4,78.9,5.1,0,0.0,Alto,14.6,aprobado
2.9,42.4,13.4,1,37.0,Medio,7.5,reprobado
9.5,72.0,,1,16.0,Alto,14.2,aprobado
17.1,86.1,12.1,1,41.0,Alto,11.8,en_riesgo
15.7,60.3,13.3,1,10.0,Alto,13.8,en_riesgo
5.5,95.2,10.0,1,36.0,Medio,11.7,en_riesgo
18.2,69.8,17.0,0,0.0,Medio,16.8,aprobado
24.5,41.4,6.2,0,0.0,Alto,15.0,aprobado
24.5,48.7,15.2,0,0.0,Medio,15.9,aprobado
14.9,65.9,,1,34.0,Medio,10.8,reprobado
18.3,95.3,12.6,0,0.0,Alto,16.9,aprobado
3.1,72.7,8.6,1,25.0,Bajo,9.1,reprobado
7.0,79.9,6.5,0,0.0,Alto,9.0,reprobado
3.1,41.9,16.6,1,24.0,Medio,10.6,reprobado
27.2,60.3,9.2,0,0.0,Medio,15.4,aprobado
14.4,50.7,15.6,0,0.0,Bajo,13.4,en_riesgo
17.9,93.3,10.0,0,0.0,Medio,15.8,aprobado
,68.4,17.8,1,23.0,Medio,10.9,reprobado
13.8,85.6,9.0,0,0.0,Alto,14.2,aprobado
15.5,71.4,15.7,1,18.0,Medio,15.7,aprobado
9.3,95.6,5.4,0,0.0,Medio,11.4,en_riesgo
24.4,62.3,15.4,1,40.0,Medio,17.4,aprobado
13.3,40.1,18.6,0,0.0,Medio,13.4,en_riesgo
,82.0,17.0,1,27.0,Alto,20.0,aprobado
29.2,54.9,14.5,0,0.0,Medio,18.2,aprobado
15.6,76.6,8.0,1,29.0,medio,11.1,en_riesgo
4.7,78.4,5.7,1,47.0,Bajo,4.9,reprobado
23.0,43.2,8.9,1,10.0,Bajo,13.2,en_riesgo
17.2,94.6,6.2,0,0.0,Bajo,11.1,en_riesgo
3.7,56.6,16.9,0,0.0,Bajo,10.7,reprobado
27.8,76.9,19.8,0,0.0,Alto,20.0,aprobado
11.3,41.3,16.8,0,0.0,Bajo,12.4,en_riesgo
12.3,71.3,16.8,1,29.0,Alto,14.3,aprobado
7.9,59.4,16.6,0,0.0,Bajo,14.3,aprobado
15.0,70.3,16.9,0,0.0,Medio,17.6,aprobado
,81.2,9.8,1,13.0,Alto,14.9,aprobado
17.4,82.5,7.6,0,0.0,Alto,12.2,en_riesgo
28.6,49.1,11.0,0,0.0,Bajo,17.4,aprobado
22.8,94.5,,1,10.0,Bajo,20.0,aprobado
6.2,68.6,15.6,1,29.0,Bajo,10.8,reprobado
19.3,60.2,15.2,0,0.0,Medio,16.5,aprobado
13.4,46.1,10.3,0,0.0,Bajo,10.8,reprobado
12.5,52.2,,1,16.0,Medio,14.1,aprobado
3.6,76.9,18.2,0,0.0,Alto,13.2,en_riesgo
14.5,84.7,17.2,0,0.0,Bajo,14.9,aprobado
26.2,92.9,18.1,1,11.0,Bajo,20.0,aprobado
18.0,84.2,16.7,0,0.0,Medio,17.7,aprobado
3.9,79.3,17.6,0,0.0,Medio,12.6,en_riesgo
1.6,53.1,10.6,1,39.0,Alto,8.2,reprobado
29.7,63.7,8.6,1,10.0,Medio,15.4,aprobado
4.5,73.2,18.9,1,21.0,Medio,12.3,en_riesgo
21.5,98.1,,0,0.0,Medio,20.0,aprobado
18.1,93.5,18.9,0,0.0,Alto,18.5,aprobado
1.8,97.7,18.1,0,0.0,Bajo,14.2,aprobado
2.4,86.2,14.9,0,0.0,Bajo,12.5,en_riesgo
16.8,68.1,13.1,1,16.0,Bajo,13.9,en_riesgo
12.7,62.6,9.3,1,40.0,Bajo,8.9,reprobado
19.3,77.1,6.0,1,37.0,Medio,9.2,reprobado
22.6,65.9,9.8,1,24.0,Bajo,13.1,en_riesgo
5.9,62.8,7.5,1,33.0,Medio,8.5,reprobado
3.3,45.5,9.6,0,0.0,Medio,6.8,reprobado
17.0,94.2,,1,32.0,Bajo,12.3,en_riesgo
22.8,88.0,6.7,1,33.0,Bajo,13.7,en_riesgo
3.7,99.8,18.3,0,0.0,Bajo,13.5,en_riesgo
,69.1,8.5,1,18.0,Medio,8.7,reprobado
19.2,84.5,17.4,0,0.0,Bajo,19.1,aprobado
,97.0,13.9,1,32.0,Bajo,12.6,en_riesgo
19.2,93.8,9.6,1,16.0,medio,15.3,aprobado
22.5,93.0,18.0,1,35.0,Bajo,16.4,aprobado
2.9,48.2,16.3,1,32.0,Bajo,8.7,reprobado
15.7,59.7,11.8,1,32.0,Bajo,12.2,en_riesgo
26.6,97.0,9.0,0,0.0,Medio,16.1,aprobado
29.4,76.1,13.6,0,0.0,BAJO,18.2,aprobado
,59.8,13.2,0,0.0,Bajo,8.1,reprobado
11.0,68.8,14.0,1,9.0,Bajo,12.4,en_riesgo
14.0,42.6,15.9,0,0.0,Alto,14.4,aprobado
23.2,76.8,15.4,1,13.0,Alto,17.9,aprobado
28.4,55.0,19.2,1,12.0,Bajo,18.5,aprobado
22.9,84.6,16.4,0,0.0,Bajo,18.1,aprobado
17.2,50.1,14.3,0,0.0,Medio,13.7,en_riesgo
25.6,72.5,,0,0.0,Medio,20.0,aprobado
24.9,76.7,10.2,1,13.0,Medio,16.1,aprobado
20.3,94.6,7.5,0,0.0,Medio,11.5,en_riesgo
10.4,54.3,10.8,1,34.0,Bajo,9.0,reprobado
26.7,62.8,17.1,0,0.0,Medio,18.2,aprobado
1.5,68.2,13.2,1,47.0,Bajo,5.8,reprobado
4.7,89.9,17.9,0,0.0,Bajo,12.8,en_riesgo
29.0,89.5,17.0,0,0.0,Bajo,20.0,aprobado
,72.3,16.7,1,36.0,Medio,13.1,en_riesgo
24.5,61.9,6.6,0,0.0,Alto,14.2,aprobado
26.9,57.2,14.1,0,0.0,Medio,20.0,aprobado
21.4,53.4,18.1,0,0.0,Bajo,17.2,aprobado
18.8,62.0,13.7,1,26.0,Medio,14.3,aprobado
15.9,64.8,7.2,1,46.0,Medio,8.6,reprobado
,95.1,6.0,1,8.0,Medio,12.9,en_riesgo
7.1,77.1,6.9,0,0.0,Alto,9.6,reprobado
19.7,76.8,13.8,0,0.0,Medio,15.0,aprobado
,49.8,18.6,0,0.0,Medio,12.3,en_riesgo
3.7,98.6,,0,0.0,Medio,13.8,en_riesgo
13.9,42.8,7.8,1,12.0,Bajo,11.9,en_riesgo
25.9,42.8,8.0,1,28.0,Medio,12.5,en_riesgo
17.4,74.2,8.0,0,0.0,medio,14.6,aprobado
18.8,56.0,13.6,0,0.0,Medio,15.4,aprobado
1.7,57.7,5.1,1,38.0,Medio,5.9,reprobado
2.9,73.1,15.6,0,0.0,Bajo,13.5,en_riesgo
11.2,42.2,11.2,1,47.0,Medio,8.0,reprobado
29.3,71.6,6.1,0,0.0,Bajo,16.5,aprobado
10.9,82.7,10.5,0,0.0,Medio,16.1,aprobado
,81.8,5.2,1,25.0,Medio,7.8,reprobado
27.4,69.7,9.2,0,0.0,Medio,16.1,aprobado
25.9,99.6,,0,0.0,Bajo,18.8,aprobado
13.0,56.1,17.4,1,20.0,Alto,14.1,aprobado
26.3,91.1,17.6,1,37.0,alto,19.7,aprobado
4.1,42.7,16.8,0,0.0,Medio,12.6,en_riesgo
7.2,46.0,7.5,1,39.0,Bajo,6.9,reprobado
5.6,85.2,7.4,0,0.0,Bajo,6.8,reprobado
23.4,50.8,18.0,1,17.0,Bajo,15.8,aprobado
6.1,48.1,11.9,0,0.0,Bajo,9.5,reprobado
,55.5,17.9,1,21.0,Bajo,16.5,aprobado
24.2,40.7,13.3,0,0.0,Medio,15.7,aprobado
17.0,54.7,19.2,0,0.0,Bajo,15.0,aprobado
6.6,43.8,16.7,0,0.0,Alto,12.1,en_riesgo
26.7,47.3,6.1,0,0.0,Medio,14.6,aprobado
23.9,89.1,7.6,1,34.0,Medio,15.0,aprobado
28.1,45.3,15.6,0,0.0,Alto,17.6,aprobado
9.9,71.8,11.6,0,0.0,Bajo,12.3,en_riesgo
22.0,71.1,7.4,0,0.0,Bajo,14.1,aprobado
,67.7,8.8,0,0.0,Bajo,8.2,reprobado
24.7,92.5,11.1,0,0.0,Medio,17.9,aprobado
4.2,91.5,8.3,0,0.0,Medio,12.3,en_riesgo
19.1,46.4,19.2,0,0.0,Medio,19.3,aprobado
15.1,79.5,13.8,1,47.0,Medio,13.0,en_riesgo
5.9,52.3,,0,0.0,Bajo,8.9,reprobado
18.6,67.1,6.5,0,0.0,Alto,14.3,aprobado
16.2,93.3,15.1,0,0.0,Alto,19.5,aprobado
30.0,40.1,,1,37.0,Medio,16.8,aprobado
,42.9,14.0,1,23.0,Medio,10.1,reprobado
12.7,86.6,8.7,0,0.0,Medio,15.8,aprobado
26.1,71.5,18.0,1,40.0,Bajo,20.0,aprobado
23.7,52.2,18.2,0,0.0,Bajo,17.5,aprobado
27.8,54.4,14.5,0,0.0,Alto,20.0,aprobado
20.1,59.9,12.4,0,0.0,Bajo,15.2,aprobado
14.3,80.3,7.5,1,46.0,Bajo,10.4,reprobado
,45.9,6.2,0,0.0,Bajo,9.8,reprobado
24.1,94.6,16.0,1,0.0,Alto,20.0,aprobado
,81.1,14.9,0,0.0,Bajo,12.7,en_riesgo
24.2,70.6,14.5,1,31.0,Medio,17.0,aprobado
11.0,84.9,10.5,0,0.0,Medio,13.7,en_riesgo
12.7,93.0,15.9,1,16.0,Bajo,14.9,aprobado
29.9,48.1,7.1,1,16.0,MEDIO,14.6,aprobado
3.0,46.8,15.6,0,0.0,Medio,12.5,en_riesgo
5.8,51.5,17.5,0,0.0,Medio,13.9,en_riesgo
17.1,82.1,9.4,1,28.0,Medio,13.0,en_riesgo
10.9,61.6,14.8,1,28.0,Medio,14.2,aprobado
24.7,72.7,,0,0.0,Bajo,17.3,aprobado
2.6,68.7,17.9,1,45.0,Bajo,10.8,reprobado
18.6,80.0,6.5,0,0.0,Medio,11.8,en_riesgo
17.2,86.3,,1,41.0,bajo,12.2,en_riesgo
1.5,62.6,17.2,0,0.0,Medio,11.3,en_riesgo
19.3,84.2,9.1,0,0.0,Medio,13.0,en_riesgo
8.3,80.6,11.1,1,38.0,Alto,11.3,en_riesgo
16.6,77.9,7.7,1,42.0,Medio,11.0,en_riesgo
21.7,53.5,11.3,1,24.0,Medio,14.2,aprobado
8.5,55.7,,1,24.0,Bajo,13.2,en_riesgo
21.4,70.2,13.5,0,0.0,Medio,17.2,aprobado
10.2,57.5,8.7,0,0.0,Alto,10.8,reprobado
18.1,63.2,,1,21.0,Medio,11.1,en_riesgo
21.0,40.3,18.5,0,0.0,bajo,16.3,aprobado
9.3,85.1,16.3,0,0.0,Medio,15.0,aprobado
27.9,66.9,13.1,1,33.0,Medio,17.1,aprobado
12.9,59.1,,0,0.0,ALTO,14.7,aprobado
26.1,66.5,5.6,1,8.0,Medio,15.6,aprobado
23.7,67.7,,0,0.0,Medio,16.1,aprobado
8.5,99.5,13.2,1,14.0,Medio,14.6,aprobado
25.4,92.0,5.7,0,0.0,Medio,16.9,aprobado
13.8,84.2,12.4,0,0.0,Bajo,15.5,aprobado
20.0,66.1,12.8,0,0.0,Alto,16.0,aprobado
15.7,74.6,5.5,1,43.0,Medio,8.9,reprobado
25.6,92.8,16.2,0,0.0,Bajo,19.6,aprobado
14.1,94.3,5.9,0,0.0,Medio,12.7,en_riesgo
