ciudad,temperatura_c,humedad_pct,velocidad_viento_kmh,num_vehiculos_zona,nivel_pm25,indice_calidad_aire,nivel_alerta
Piura,22.4,91.0,37.7,31173.0,134.2,360.6,danino
Lima,23.8,66.3,38.9,15319.0,30.59,166.7,danino
Piura,14.3,56.4,4.0,24957.0,136.55,364.0,danino
Piura,24.5,39.2,28.0,28264.0,89.7,299.0,danino
Cusco,19.2,85.1,28.3,32125.0,94.88,292.4,danino
Piura,19.1,57.4,9.1,30869.0,89.74,296.3,danino
Trujillo,34.1,60.9,17.4,12363.0,,113.8,danino
Trujillo,12.2,32.2,18.3,11626.0,70.1,213.3,danino
Trujillo,19.5,37.3,8.6,4469.0,148.24,332.8,danino
Piura,31.8,63.3,11.1,26256.0,99.08,301.1,danino
Lima,15.2,,8.8,3508.0,124.71,312.7,danino
Arequipa,28.1,49.3,24.8,42573.0,,255.7,danino
Piura,10.4,,22.8,27465.0,119.66,330.8,danino
Trujillo,26.9,64.4,11.3,41385.0,42.18,266.4,danino
Lima,12.5,45.0,26.7,24405.0,35.53,167.3,danino
Trujillo,14.1,90.3,23.9,18132.0,91.52,264.7,danino
Lima,16.9,77.1,26.5,36785.0,86.07,320.9,danino
Piura,28.0,55.2,4.2,37822.0,24.71,204.0,danino
Trujillo,31.3,91.5,10.8,7633.0,62.11,206.7,danino
Cusco,32.4,42.4,39.6,22698.0,97.8,260.1,danino
Cusco,15.0,52.9,18.5,14739.0,82.36,221.4,danino
Arequipa,30.5,,4.0,340967.0,41.55,255.3,danino
Arequipa,33.2,84.8,24.1,47195.0,108.74,389.8,danino
Cusco,10.2,59.5,7.6,6467.0,11.18,72.6,moderado
Cusco,12.8,41.2,20.9,5729.0,16.97,65.0,moderado
Trujillo,29.2,63.3,5.2,29698.0,91.03,320.3,danino
Arequipa,25.9,72.5,2.1,9133.0,,243.0,danino
Piura,30.1,48.4,30.6,44753.0,112.56,372.2,danino
Cusco,12.0,45.2,10.0,3463.0,9.09,74.9,moderado
Lima,32.9,,8.8,44062.0,137.02,452.6,danino
Trujillo,19.2,41.3,22.9,15909.0,135.63,334.8,danino
Lima,27.6,54.2,28.4,15968.0,82.78,258.1,danino
Lima,18.4,64.8,39.2,29017.0,92.71,286.2,danino
Trujillo,17.8,51.8,38.4,22683.0,112.69,289.9,danino
CUSCO,31.2,44.7,39.0,44289.0,78.13,285.4,danino
Cusco,34.5,72.1,5.2,16959.0,87.58,251.4,danino
Lima,26.0,62.6,7.5,43815.0,124.35,457.7,danino
Cusco,11.1,48.4,19.2,21564.0,59.95,214.5,danino
Lima,31.2,87.0,15.2,48282.0,93.76,397.6,danino
Cusco,19.5,,21.6,4036.0,,201.7,danino
LIMA,15.4,42.4,18.3,43090.0,128.21,427.3,danino
Trujillo,25.8,49.6,37.4,7846.0,100.62,236.3,danino
Cusco,16.7,86.5,28.4,22061.0,141.79,344.4,danino
Piura,16.9,83.4,23.4,48205.0,124.63,403.5,danino
Piura,18.0,43.2,29.7,3178.0,99.52,200.9,danino
cusco,21.6,67.1,28.3,45544.0,107.06,348.3,danino
Lima,26.0,,13.9,18467.0,,147.0,danino
Cusco,33.6,33.4,29.3,29944.0,145.96,385.6,danino
Cusco,15.0,61.9,6.2,46581.0,19.16,216.5,danino
Trujillo,12.9,88.4,23.2,36011.0,54.99,237.6,danino
Cusco,29.6,,26.7,44861.0,119.26,377.7,danino
Cusco,31.6,53.0,4.3,2324.0,55.87,173.3,danino
Piura,17.0,81.4,30.8,14474.0,133.95,303.9,danino
Cusco,24.5,83.8,37.3,21296.0,25.99,126.3,danino
Arequipa,13.4,72.8,2.1,45738.0,34.95,277.1,danino
Trujillo,26.8,62.3,23.0,2987.0,42.65,106.8,danino
Piura,11.7,58.4,9.5,18210.0,26.86,143.1,danino
Lima,10.2,35.7,19.1,20234.0,,249.0,danino
Arequipa,11.4,65.6,32.0,47561.0,52.93,270.8,danino
Lima,24.9,,33.8,13525.0,39.24,150.2,danino
Lima,23.8,92.8,6.0,18321.0,55.67,241.7,danino
Lima,11.4,,12.9,6459.0,62.22,203.4,danino
Piura,25.4,,8.6,26520.0,108.63,344.7,danino
Lima,12.1,41.7,24.3,47229.0,85.03,346.0,danino
Arequipa,33.1,70.0,34.3,32607.0,14.95,149.5,danino
Piura,34.9,47.7,32.3,22465.0,,193.7,danino
Arequipa,16.2,41.5,38.0,28815.0,123.97,327.4,danino
Arequipa,19.0,40.1,29.6,25706.0,,141.4,danino
Trujillo,33.7,,6.6,9328.0,97.8,272.8,danino
Lima,15.8,90.6,7.4,8403.0,107.54,293.3,danino
Cusco,12.6,79.4,39.0,14350.0,114.31,247.5,danino
Cusco,16.2,89.8,27.6,12165.0,18.1,94.5,moderado
Trujillo,29.8,46.1,4.0,33171.0,114.47,358.2,danino
Trujillo,13.7,92.0,25.9,30624.0,112.36,332.7,danino
Lima,17.3,47.5,19.1,37973.0,94.18,341.8,danino
Trujillo,20.9,50.7,25.9,49178.0,15.22,209.0,danino
Arequipa,16.4,,25.0,11929.0,27.28,138.7,danino
Piura,18.1,80.3,14.1,18153.0,9.93,107.1,danino
Lima,14.4,86.0,20.4,47595.0,102.79,409.2,danino
Cusco,32.1,36.8,24.8,8912.0,107.82,236.0,danino
Trujillo,29.9,77.7,24.5,36953.0,128.0,385.1,danino
Piura,18.1,49.8,27.8,5824.0,131.75,270.5,danino
Arequipa,18.8,78.8,13.4,22858.0,66.58,244.7,danino
Lima,17.8,37.8,20.3,34912.0,65.04,314.0,danino
Cusco,12.4,37.4,38.6,43040.0,5.09,144.5,danino
Trujillo,15.4,49.0,9.2,25000.0,122.4,355.4,danino
Arequipa,21.1,92.5,12.9,22592.0,89.94,274.8,danino
Lima,16.5,40.1,11.8,24891.0,135.81,381.8,danino
TRUJILLO,34.9,67.0,24.1,34353.0,70.15,259.9,danino
Piura,22.8,,18.6,15125.0,33.3,158.6,danino
Trujillo,27.3,52.3,30.7,40459.0,58.65,285.0,danino
Arequipa,15.8,90.9,6.1,3607.0,125.28,303.0,danino
Trujillo,26.3,82.1,14.3,18103.0,,144.4,danino
Trujillo,33.5,32.3,12.3,29944.0,134.16,387.9,danino
Piura,28.9,30.9,34.0,28739.0,129.24,339.0,danino
Trujillo,29.1,,21.1,17235.0,33.11,152.0,danino
Arequipa,30.2,41.1,9.9,3819.0,109.38,268.6,danino
Trujillo,28.8,63.0,26.2,48389.0,28.35,238.1,danino
Cusco,24.7,42.6,23.7,42993.0,121.49,366.8,danino
Trujillo,34.6,91.2,35.9,24200.0,140.01,363.7,danino
Lima,26.3,36.0,28.8,5738.0,135.97,320.0,danino
Lima,16.1,54.5,22.9,1112.0,78.87,207.1,danino
Cusco,29.3,,8.3,46892.0,142.59,455.5,danino
Cusco,14.2,57.0,30.0,3374.0,144.48,278.5,danino
Lima,28.3,36.7,37.1,37255.0,9.32,187.1,danino
Arequipa,29.5,38.8,26.8,11781.0,59.25,190.4,danino
Cusco,19.6,32.4,4.1,36541.0,33.59,212.2,danino
Lima,14.8,78.4,12.8,5246.0,129.35,307.6,danino
Trujillo,16.2,56.0,34.8,35215.0,24.59,163.3,danino
Trujillo,14.1,,7.3,43418.0,126.14,404.3,danino
Piura,32.1,,7.3,6910.0,13.85,111.4,danino
lima,19.5,42.6,24.9,2733.0,135.38,310.1,danino
Lima,19.2,44.5,26.7,8558.0,53.17,194.6,danino
Arequipa,33.3,82.2,36.4,5175.0,44.74,139.4,danino
Arequipa,25.0,42.0,16.7,17050.0,26.65,165.3,danino
Cusco,11.4,54.9,19.5,21660.0,,272.4,danino
Trujillo,28.5,85.1,6.8,2858.0,21.59,96.5,moderado
Lima,11.8,85.5,24.3,27802.0,95.36,317.4,danino
Piura,30.2,31.4,20.8,46145.0,,425.1,danino
Piura,34.9,32.1,38.4,28382.0,133.94,352.3,danino
Lima,28.3,55.5,10.8,22211.0,64.36,264.4,danino
Arequipa,14.6,43.2,6.4,13133.0,142.61,344.0,danino
Trujillo,30.6,81.1,8.4,7884.0,25.22,141.9,danino
Lima,30.0,87.9,8.1,2806.0,55.14,193.7,danino
Trujillo,20.6,81.4,20.5,26771.0,37.1,187.8,danino
Piura,22.4,54.2,4.4,13915.0,5.11,118.2,danino
Cusco,25.8,71.2,38.4,9224.0,130.26,265.6,danino
Cusco,18.8,53.9,29.2,18657.0,128.34,293.1,danino
Cusco,23.7,72.9,24.8,14415.0,104.16,254.1,danino
Trujillo,12.2,37.8,15.9,49021.0,57.13,285.5,danino
Piura,22.9,71.9,27.7,47489.0,104.01,360.7,danino
Cusco,31.7,51.2,19.0,31558.0,97.85,289.6,danino
Arequipa,31.8,70.8,13.8,21768.0,95.26,303.4,danino
Trujillo,22.4,37.7,3.9,31693.0,125.2,376.1,danino
Trujillo,26.2,,7.8,49610.0,73.06,351.9,danino
Trujillo,16.0,56.7,4.6,5451.0,31.45,144.4,danino
Cusco,27.5,32.9,11.9,19231.0,130.06,329.5,danino
Arequipa,10.4,86.6,27.8,17155.0,36.82,166.4,danino
Piura,10.1,52.7,3.4,33718.0,145.78,407.7,danino
Lima,18.7,64.0,26.6,4514.0,78.94,211.8,danino
Lima,16.7,37.9,15.9,27903.0,67.17,283.3,danino
Lima,18.8,,15.8,35838.0,108.86,380.7,danino
Arequipa,21.1,,4.0,14536.0,47.63,196.0,danino
Cusco,21.2,37.8,26.9,30981.0,135.97,363.6,danino
Lima,30.3,59.1,33.5,27363.0,108.54,342.6,danino
cusco,21.4,78.5,30.3,2224.0,75.63,150.2,danino
Arequipa,31.2,57.7,32.1,25827.0,18.16,120.5,danino
Lima,12.9,80.8,25.8,31973.0,140.96,401.8,danino
LIMA,21.7,63.1,19.6,21140.0,135.29,358.8,danino
Lima,22.7,41.6,19.3,376600.0,40.89,233.0,danino
Lima,32.2,38.5,13.8,34232.0,80.29,320.1,danino
Piura,15.5,63.1,3.2,20986.0,57.22,217.0,danino
Lima,24.0,53.5,5.1,32889.0,15.56,222.0,danino
Cusco,29.0,33.7,20.2,17382.0,132.67,333.8,danino
Piura,25.9,70.0,31.2,27178.0,53.54,194.3,danino
Arequipa,17.4,,13.6,48701.0,,387.7,danino
Piura,33.6,83.9,17.0,31378.0,5.87,157.4,danino
Lima,25.0,85.2,30.2,45961.0,,378.8,danino
Trujillo,32.8,67.9,19.6,11146.0,38.54,129.3,danino
Piura,17.8,51.5,24.6,48958.0,122.99,385.5,danino
Arequipa,12.1,78.9,14.3,34995.0,,345.0,danino
Piura,26.9,55.3,32.6,44775.0,101.51,330.6,danino
Arequipa,17.6,32.0,20.2,35545.0,61.57,259.0,danino
Lima,15.9,55.6,30.2,23268.0,60.2,215.9,danino
Trujillo,15.5,66.6,26.2,18298.0,95.34,262.0,danino
Piura,16.1,54.1,25.8,39684.0,6.83,170.2,danino
PIURA,21.9,89.5,25.5,43131.0,138.12,418.2,danino
Lima,16.9,38.3,34.8,23323.0,,163.5,danino
Trujillo,16.1,82.7,29.9,2818.0,13.32,54.3,moderado
Trujillo,15.3,83.9,6.5,7070.0,39.94,149.1,danino
Trujillo,34.5,61.1,15.9,39926.0,103.69,353.8,danino
Arequipa,12.7,49.9,26.1,27083.0,108.12,307.3,danino
Cusco,10.6,36.1,35.4,15668.0,124.55,277.5,danino
cusco,17.2,55.1,39.0,15079.0,7.98,75.3,moderado
Trujillo,22.5,34.1,7.2,26972.0,9.78,161.4,danino
Trujillo,17.4,66.4,11.2,27244.0,95.26,310.5,danino
Piura,24.5,,28.3,31836.0,56.97,230.7,danino
Cusco,29.1,49.4,22.5,8842.0,,338.6,danino
Trujillo,27.2,85.6,28.6,44622.0,60.76,268.7,danino
Piura,33.0,60.0,17.5,4134.0,98.1,238.4,danino
Piura,33.1,66.3,15.9,29402.0,57.54,247.2,danino
Lima,22.2,82.3,38.8,38433.0,14.67,172.2,danino
Arequipa,24.0,,24.4,29025.0,13.29,158.0,danino
Cusco,12.3,,14.8,12514.0,18.88,106.3,danino
Piura,18.3,90.4,32.2,8199.0,,68.8,moderado
Trujillo,14.1,81.1,8.4,16264.0,39.09,183.8,danino
Piura,16.5,35.1,22.7,35841.0,7.95,139.2,danino
Piura,28.8,65.5,39.5,46851.0,99.76,326.0,danino
Piura,14.8,63.7,10.6,42591.0,31.71,232.5,danino
Lima,29.5,,14.9,29209.0,92.8,342.9,danino
Cusco,10.9,,18.9,21324.0,13.11,127.8,danino
Cusco,11.6,69.4,39.7,38237.0,96.46,301.2,danino
Trujillo,26.3,70.0,35.7,3654.0,136.93,283.3,danino
Trujillo,17.3,84.7,11.1,42780.0,7.11,186.8,danino
Piura,29.5,53.6,23.1,5865.0,11.63,91.4,moderado
Lima,12.6,,37.9,43465.0,49.11,271.0,danino
Trujillo,27.2,42.7,31.3,29807.0,79.29,272.1,danino
Arequipa,26.5,37.7,22.6,4193.0,64.67,191.4,danino
Lima,23.0,48.9,14.5,32942.0,15.03,204.2,danino
Cusco,34.9,59.1,36.6,41519.0,114.19,356.5,danino
Lima,15.9,40.6,19.8,49998.0,78.03,371.4,danino
Trujillo,22.8,84.6,15.5,49096.0,132.1,431.6,danino
Cusco,27.4,38.6,15.4,40395.0,116.74,354.3,danino
Lima,10.3,,34.2,47574.0,110.99,394.4,danino
Cusco,10.7,58.6,17.2,7111.0,24.42,116.9,danino
Cusco,15.7,52.1,9.4,38116.0,63.47,272.1,danino
Piura,32.5,54.6,28.4,43006.0,42.12,241.0,danino
Arequipa,31.5,,38.5,31139.0,122.96,337.7,danino
Arequipa,24.2,,30.8,12622.0,120.51,289.4,danino
Cusco,20.1,41.8,38.9,5300.0,31.29,82.6,moderado
Trujillo,25.8,42.0,20.9,23886.0,,194.3,danino
Piura,12.0,91.0,23.0,13704.0,111.18,258.8,danino
Trujillo,19.5,72.6,9.9,29040.0,115.4,354.9,danino
Arequipa,31.3,61.7,13.4,13636.0,98.84,258.2,danino
Cusco,17.0,75.4,3.4,36815.0,,221.8,danino
Arequipa,19.3,78.2,35.3,18076.0,19.38,122.6,danino
Cusco,32.8,38.4,22.4,7324.0,14.07,71.8,moderado
Arequipa,28.7,51.1,34.7,25373.0,10.39,133.7,danino
Lima,25.5,78.6,25.0,10767.0,67.4,213.4,danino
Cusco,19.1,46.4,8.9,44841.0,,242.0,danino
Trujillo,29.9,59.4,20.7,5693.0,66.81,179.7,danino
Trujillo,22.3,68.2,32.2,48148.0,12.11,183.3,danino
Trujillo,24.9,65.8,9.8,23618.0,139.71,380.0,danino
Lima,16.6,36.6,24.3,46538.0,66.98,319.8,danino
Lima,22.6,79.1,37.3,1260.0,136.11,296.7,danino
Piura,24.2,39.6,12.7,2757.0,91.93,220.7,danino
Arequipa,11.5,61.2,35.8,45612.0,25.16,219.8,danino
Lima,30.5,43.9,3.6,37751.0,88.06,373.8,danino
Trujillo,24.8,73.4,20.5,23622.0,20.09,163.7,danino
Cusco,16.6,,14.7,47981.0,24.03,213.8,danino
Cusco,19.6,56.6,21.4,20593.0,137.86,334.2,danino
Arequipa,21.7,39.7,6.9,34792.0,27.79,208.4,danino
Cusco,32.2,77.4,30.0,26146.0,68.84,236.0,danino
Lima,11.2,50.6,39.4,7464.0,129.11,295.7,danino
Trujillo,32.3,43.2,12.3,10837.0,114.91,288.0,danino
Arequipa,14.9,33.4,17.7,29903.0,55.68,242.2,danino
Cusco,33.0,61.3,9.0,19765.0,71.98,251.8,danino
Piura,31.1,44.5,12.5,39582.0,,412.4,danino
Piura,26.2,36.0,33.3,1746.0,139.55,286.7,danino
Trujillo,18.5,91.3,3.5,25187.0,148.39,396.7,danino
Cusco,16.7,52.4,8.9,26575.0,67.57,236.1,danino
Cusco,15.4,59.8,32.6,44129.0,100.33,330.8,danino
Piura,22.9,55.8,6.1,3530.0,82.15,206.0,danino
Lima,20.1,,16.6,8705.0,40.27,156.6,danino
Lima,33.0,59.4,24.2,21379.0,23.61,170.6,danino
Piura,20.5,37.7,36.7,40365.0,142.58,405.2,danino
Lima,12.8,47.5,13.2,37654.0,26.42,236.6,danino
Trujillo,34.6,82.6,30.7,48836.0,14.65,205.5,danino
Trujillo,27.8,91.0,14.8,38644.0,138.45,418.6,danino
Cusco,26.7,64.0,37.2,13356.0,,250.1,danino
Lima,25.6,86.2,29.1,23853.0,,277.8,danino
Trujillo,31.0,,36.7,35144.0,66.73,250.3,danino
Cusco,19.4,36.4,32.8,43133.0,62.72,264.1,danino
Trujillo,30.7,87.3,14.6,22516.0,144.3,361.8,danino
Trujillo,12.5,44.8,2.5,35154.0,72.51,290.0,danino
Arequipa,20.2,80.4,39.6,28171.0,58.8,213.8,danino
Cusco,17.9,55.7,10.1,26013.0,18.61,146.4,danino
Arequipa,19.8,39.8,25.1,36602.0,37.55,205.5,danino
Arequipa,28.4,35.9,17.8,26007.0,99.35,322.6,danino
Cusco,15.7,45.2,17.6,10787.0,80.23,207.5,danino
Lima,18.8,,39.9,29429.0,,326.0,danino
Lima,14.2,76.6,20.3,14202.0,48.41,179.1,danino
Cusco,27.5,78.0,30.4,2410.0,22.14,50.9,moderado
Piura,19.5,52.7,23.4,41552.0,92.72,316.6,danino
Lima,11.1,79.1,16.7,2161.0,13.28,98.8,moderado
Cusco,26.1,74.0,7.8,5100.0,127.56,287.0,danino
Cusco,25.7,80.7,8.6,21123.0,47.64,199.5,danino
arequipa,23.2,44.2,4.5,24120.0,126.64,365.8,danino
Piura,18.7,,14.7,49219.0,58.93,289.4,danino
Arequipa,16.1,76.5,18.5,33771.0,131.11,372.5,danino
Piura,10.5,89.0,23.5,17004.0,12.17,93.3,moderado
Piura,28.9,50.5,12.4,234026.0,113.43,278.4,danino
Trujillo,28.4,56.4,16.3,25295.0,25.41,179.8,danino
Cusco,32.9,88.7,22.9,12501.0,,153.5,danino
Cusco,33.3,33.7,29.1,15794.0,127.84,308.7,danino
Cusco,10.4,76.8,25.4,29543.0,101.95,286.7,danino
Cusco,23.8,38.0,9.4,15739.0,134.65,339.8,danino
Cusco,29.5,54.8,33.1,18613.0,65.89,199.5,danino
Piura,30.2,62.5,38.3,18236.0,52.32,181.0,danino
Arequipa,11.2,76.9,15.8,3274.0,111.34,260.0,danino
Arequipa,19.7,52.3,32.1,34920.0,,285.9,danino
Arequipa,23.4,83.9,26.6,1854.0,110.2,239.7,danino
AREQUIPA,10.2,75.0,24.8,37653.0,74.43,294.0,danino
Arequipa,19.2,42.9,25.1,44630.0,96.27,366.9,danino
Lima,13.5,65.4,5.7,9179.0,85.34,234.4,danino
Cusco,25.1,76.5,10.8,41580.0,,350.3,danino
Cusco,30.0,32.4,31.9,42551.0,112.0,361.9,danino
Cusco,20.9,64.2,23.4,13781.0,71.33,214.8,danino
Trujillo,33.3,77.7,18.0,47821.0,49.09,296.0,danino
Lima,31.2,93.0,13.6,6246.0,51.12,186.4,danino
Cusco,26.9,54.4,12.6,38609.0,57.11,255.2,danino
Piura,27.6,42.2,31.0,5062.0,88.79,197.5,danino
Cusco,16.9,61.7,3.5,35925.0,69.11,285.4,danino
Trujillo,27.5,31.6,6.4,39786.0,,412.3,danino
Piura,31.0,75.1,30.5,20926.0,33.85,163.4,danino
Cusco,21.8,43.3,5.5,27129.0,,162.4,danino
Arequipa,23.7,68.3,12.2,20278.0,58.87,227.2,danino
Cusco,19.9,36.2,35.2,15505.0,13.94,88.0,moderado
Cusco,18.0,55.4,3.7,39608.0,15.7,198.8,danino
Cusco,13.0,37.7,38.9,30344.0,,154.6,danino
Arequipa,24.3,67.8,4.4,2803.0,22.86,126.5,danino
Arequipa,32.2,34.7,8.3,1785.0,11.2,78.3,moderado
Lima,32.1,37.9,13.2,348782.0,21.22,193.6,danino
Trujillo,13.1,69.2,24.9,16750.0,118.41,301.1,danino
Piura,33.4,67.3,12.3,35979.0,134.06,408.4,danino
Cusco,26.5,66.5,39.3,8950.0,92.39,203.9,danino
Cusco,29.7,71.3,18.1,12677.0,81.71,231.5,danino
Lima,31.4,73.9,8.5,42022.0,137.62,443.4,danino
LIMA,25.5,77.3,17.7,20802.0,40.12,196.3,danino
Arequipa,28.4,60.1,27.6,40185.0,,317.6,danino
Arequipa,19.9,84.9,4.8,21587.0,140.89,373.8,danino
piura,27.4,42.4,23.2,14470.0,127.21,299.3,danino
Lima,15.7,31.8,30.7,368898.0,107.01,296.7,danino
Lima,10.2,46.7,17.2,42091.0,107.52,367.5,danino
Trujillo,23.7,,36.4,15674.0,136.53,319.2,danino
Trujillo,33.1,,36.3,46577.0,107.34,348.9,danino
Trujillo,12.2,36.0,35.8,30525.0,65.6,208.6,danino
Trujillo,10.7,36.6,30.8,49933.0,128.64,399.8,danino
Trujillo,34.6,,34.7,22321.0,50.48,194.8,danino
TRUJILLO,23.4,46.1,22.2,2316.0,47.58,131.1,danino
Piura,27.1,36.7,13.6,38349.0,23.34,197.2,danino
Lima,33.3,33.0,26.4,47906.0,49.73,298.7,danino
Cusco,23.9,53.8,22.8,9395.0,50.11,128.5,danino
Trujillo,34.3,70.4,26.8,10266.0,12.17,79.2,moderado
Trujillo,29.3,57.5,9.3,45503.0,61.32,310.6,danino
Trujillo,28.6,66.4,27.9,14690.0,85.34,240.4,danino
Trujillo,29.3,33.4,25.7,4467.0,67.23,185.1,danino
Cusco,15.9,67.1,30.2,20782.0,76.23,230.4,danino
Piura,14.4,35.5,35.0,28232.0,,202.0,danino
Arequipa,21.6,94.0,4.6,43953.0,93.98,375.4,danino
Arequipa,28.5,44.4,23.5,30039.0,35.15,191.3,danino
Lima,16.6,93.6,27.3,25985.0,15.7,168.6,danino
Piura,31.8,51.2,14.4,25112.0,116.22,339.0,danino
Arequipa,10.3,68.0,2.5,10460.0,42.61,172.7,danino
Cusco,11.6,48.3,28.0,4461.0,71.52,158.7,danino
Piura,21.7,70.7,14.8,46251.0,30.43,236.1,danino
Cusco,17.0,44.0,29.6,15054.0,94.36,245.0,danino
Lima,29.8,77.0,11.7,17124.0,65.3,258.0,danino
CUSCO,20.3,66.4,22.0,23405.0,144.02,340.9,danino
Piura,27.7,33.3,25.1,18427.0,115.66,287.0,danino
Cusco,22.1,65.4,30.5,2884.0,114.92,235.3,danino
Arequipa,30.9,81.5,6.7,3608.0,64.81,205.5,danino
Arequipa,33.3,88.8,21.5,34233.0,53.27,268.2,danino
Arequipa,25.3,49.1,30.0,39785.0,,324.5,danino
Arequipa,34.5,75.3,38.1,25430.0,81.53,254.7,danino
Arequipa,24.1,92.0,22.1,23836.0,146.91,368.0,danino
Piura,14.3,33.3,16.7,9994.0,11.58,99.4,moderado
Cusco,34.2,77.1,31.3,1122.0,93.76,186.1,danino
Cusco,16.8,73.4,38.7,31034.0,133.96,328.2,danino
Trujillo,29.2,85.0,17.5,28297.0,23.81,165.8,danino
Arequipa,31.8,93.4,30.8,41301.0,147.54,449.1,danino
Piura,18.8,40.1,16.1,43871.0,117.29,380.9,danino
Piura,28.8,50.1,2.2,41577.0,,235.5,danino
Arequipa,22.7,87.3,5.0,36178.0,52.2,268.1,danino
Lima,13.9,55.8,19.4,34418.0,132.0,374.7,danino
Arequipa,21.6,30.8,2.1,46416.0,55.83,317.4,danino
Piura,28.3,54.4,38.3,41123.0,62.28,254.7,danino
Piura,29.1,37.9,28.0,5322.0,146.7,300.9,danino
Piura,31.9,30.0,25.0,9391.0,143.94,327.9,danino
Trujillo,33.3,79.4,14.3,214753.0,103.53,342.6,danino
Lima,22.8,74.3,12.8,42314.0,14.58,238.6,danino
piura,21.6,,35.5,48723.0,44.49,244.1,danino
TRUJILLO,20.4,44.6,6.6,44953.0,50.92,300.2,danino
Arequipa,22.4,91.6,33.8,15803.0,107.81,274.1,danino
Cusco,20.4,80.1,5.1,9162.0,107.57,290.1,danino
Lima,24.2,94.8,3.4,47886.0,74.1,372.8,danino
Trujillo,33.1,33.3,33.5,30460.0,142.21,373.1,danino
Arequipa,20.6,65.8,13.4,43102.0,16.63,217.0,danino
Cusco,10.6,,11.2,22197.0,99.93,293.0,danino
Arequipa,26.0,81.2,28.8,17601.0,,237.5,danino
Lima,17.5,83.4,2.5,24423.0,75.93,288.4,danino
Cusco,33.6,37.1,8.9,7965.0,75.23,196.5,danino
Cusco,29.1,78.1,16.0,212620.0,52.48,197.5,danino
Cusco,11.8,,7.4,7202.0,72.64,180.4,danino
lima,16.9,,7.9,5741.0,93.57,257.8,danino
Trujillo,32.8,70.0,11.9,5751.0,23.63,111.6,danino
Cusco,20.9,81.5,33.3,15262.0,21.59,100.3,danino
Arequipa,25.7,52.7,24.1,1785.0,108.95,235.0,danino
Piura,20.5,38.8,39.8,24963.0,95.37,266.5,danino
Piura,20.3,69.8,39.0,36478.0,89.53,271.6,danino
Trujillo,32.7,30.8,39.1,6402.0,56.74,145.2,danino
Lima,22.0,71.7,28.9,34862.0,24.28,196.3,danino
Cusco,15.1,56.1,32.1,26971.0,136.57,343.4,danino
Arequipa,31.4,82.0,32.6,25239.0,102.73,311.2,danino
Piura,17.9,88.2,14.1,26995.0,119.78,333.7,danino
Lima,17.6,42.2,14.2,44294.0,40.24,285.7,danino
Cusco,26.9,50.8,7.5,11224.0,18.5,119.9,danino
Lima,20.5,59.8,32.4,13858.0,102.23,279.7,danino
Arequipa,22.5,50.9,30.2,39847.0,19.77,186.8,danino
Trujillo,13.5,32.7,26.3,5171.0,149.45,312.8,danino
Trujillo,24.2,64.2,17.4,2736.0,119.61,266.9,danino
Lima,17.3,48.2,11.3,2449.0,44.48,165.2,danino
Arequipa,13.7,44.0,31.6,29784.0,74.21,248.1,danino
Lima,34.5,45.6,5.2,41869.0,133.15,445.1,danino
Lima,28.0,65.5,22.2,38585.0,146.14,445.1,danino
Arequipa,22.3,34.8,28.9,45474.0,74.62,307.9,danino
Piura,28.4,82.7,2.8,15722.0,37.43,175.6,danino
Arequipa,29.2,58.1,26.0,42570.0,30.2,231.9,danino
Piura,19.2,82.6,9.5,5971.0,131.11,312.1,danino
Lima,31.6,53.9,17.0,34452.0,60.83,279.7,danino
Trujillo,24.2,47.0,36.5,19920.0,90.99,240.8,danino
Lima,11.8,58.0,25.8,36585.0,71.41,293.9,danino
Arequipa,22.3,52.6,18.0,31764.0,120.87,383.7,danino
Cusco,28.8,60.0,14.3,46084.0,61.61,280.9,danino
Cusco,11.7,79.5,29.3,47686.0,142.1,415.3,danino
Piura,22.1,41.0,29.5,34874.0,41.11,167.5,danino
Lima,16.9,36.2,18.1,5482.0,140.33,330.1,danino
Lima,12.0,54.8,29.2,24241.0,111.89,333.1,danino
Cusco,33.7,60.8,9.8,31400.0,31.88,232.0,danino
Arequipa,12.5,92.9,22.9,43802.0,56.82,268.2,danino
cusco,14.7,31.1,2.8,47771.0,66.22,297.0,danino
Cusco,21.5,75.9,10.2,34034.0,38.46,210.7,danino
Lima,30.8,67.9,26.2,1221.0,97.92,258.1,danino
Piura,16.8,,19.2,48953.0,131.28,418.9,danino
Lima,31.6,55.4,22.2,15573.0,92.73,272.1,danino
Arequipa,14.4,62.8,35.0,2809.0,37.48,105.8,danino
Cusco,15.0,70.9,33.2,38952.0,118.6,330.8,danino
Cusco,14.9,48.4,7.7,34009.0,131.45,376.8,danino
Cusco,30.0,61.4,20.2,36828.0,131.75,381.1,danino
Arequipa,17.6,68.2,37.5,3674.0,143.44,315.1,danino
Trujillo,14.9,88.6,38.7,40252.0,43.46,212.7,danino
Piura,32.5,57.6,5.8,36860.0,72.6,310.8,danino
Arequipa,27.1,48.9,18.7,599.0,48.91,136.7,danino
Piura,12.6,53.2,5.6,19485.0,9.27,108.4,danino
Piura,14.8,55.8,7.6,25267.0,46.04,201.2,danino
Cusco,12.6,86.7,33.9,44647.0,110.4,335.4,danino
Lima,13.0,42.6,11.0,371572.0,117.0,317.5,danino
Arequipa,23.4,36.6,3.7,25461.0,134.41,390.6,danino
