id_venta,fecha,ciudad,categoria,producto,precio_unitario,cantidad,metodo_pago,total
V1000759,2025-01-04,Piura,Alimentos,Atún,255.23,2,Efectivo,510.46
V1000760,2025-04-06,Lima,Hogar,Aspiradora,451.78,3,Yape,1355.34
V1000761,2025-04-16,Cusco,Moda,Zapatillas,489.39,4,Yape,1957.56
V1000762,2025-12-03,Lima,Alimentos,Atún,179.44,3,Efectivo,538.32
V1000763,2025-05-30,Cusco,Tecnología,Laptop,495.26,3,Tarjeta,1485.78
V1000764,2025-03-17,Lima,,Aceite,68.99,1,Tarjeta,68.99
V1000765,2025-03-24,Piura,Hogar,Licuadora,215.73,4,Plin,862.92
V1000766,2025-08-25,Lima,Tecnología,Celular,450.0,1,Efectivo,450.0
V1000767,2025-04-04,Lima,Hogar,Aspiradora,334.24,4,Plin,1336.96
V1000768,2025-09-23,Cusco,Hogar,Licuadora,21.62,5,Efectivo,108.1
V1000769,2025-07-28,Arequipa,Belleza,Maquillaje,27.61,2,Efectivo,55.22
V1000770,2025-11-27,Lima,Moda,Zapatillas,202.52,5,Yape,1012.6
V1000771,2025-05-24,Lima,Hogar,Olla,163.72,2,Plin,327.44
V1000772,2025-11-29,Trujillo,Alimentos,Atún,13.07,2,Yape,26.14
V1000773,2025-10-10,Trujillo,Moda,Casaca,211.14,3,Tarjeta,633.42
V1000774,2025-10-19,Piura,Belleza,Maquillaje,465.9,4,Plin,1863.6
V1000775,2025-06-24,Trujillo,Belleza,Shampoo,50.93,2,,101.86
V1000776,2025-06-29,Trujillo,Belleza,Shampoo,226.63,3,Yape,679.89
V1000777,2025-10-02,Piura,Alimentos,Aceite,112.21,5,Yape,561.05
V1000778,2025-10-12,Trujillo,Alimentos,Arroz,141.41,4,Efectivo,565.64
V1000779,2025-12-22,Piura,Hogar,Licuadora,351.61,5,Yape,1758.05
V1000780,2025-12-22,Trujillo,Belleza,Maquillaje,162.84,1,Yape,162.84
V1000781,2025-02-07,Trujillo,Moda,Zapatillas,397.36,4,Tarjeta,1589.44
V1000782,2025-02-19,Arequipa,Alimentos,Arroz,86.6,3,Tarjeta,259.8
V1000783,2025-11-20,Piura,Hogar,Olla,49.8,2,Tarjeta,99.6
V1000784,2025-04-05,Trujillo,Hogar,Licuadora,92.84,3,Tarjeta,278.52
V1000785,2025-07-08,Cusco,Belleza,Perfume,239.16,2,Yape,478.32
V1000786,2025-05-18,Arequipa,Alimentos,Aceite,171.84,1,Plin,171.84
V1000787,2025-04-17,Lima,Belleza,Perfume,282.53,4,,1130.12
V1000788,2025-11-02,Trujillo,Hogar,Licuadora,240.77,3,Plin,722.31
V1000789,2025-02-16,Trujillo,Tecnología,Laptop,385.03,2,Efectivo,770.06
V1000790,2025-04-18,Cusco,Alimentos,Aceite,151.04,2,Yape,302.08
V1000791,2025-07-14,Trujillo,Moda,Zapatillas,341.48,1,Efectivo,341.48
V1000792,2025-11-01,Arequipa,Hogar,Olla,10.66,4,Efectivo,42.64
V1000793,2025-10-08,Piura,Alimentos,Aceite,349.25,1,Tarjeta,349.25
V1000794,2025-02-11,Piura,,Celular,74.18,1,Plin,74.18
V1000795,2025-12-29,Cusco,Hogar,Aspiradora,498.49,2,Tarjeta,996.98
V1000796,2025-01-12,Lima,Hogar,Olla,23.64,2,Plin,47.28
V1000797,2025-08-14,Trujillo,Tecnología,Audífonos,319.37,1,Yape,319.37
V1000798,2025-06-13,Cusco,Alimentos,Aceite,335.27,2,Tarjeta,670.54
V1000799,2025-04-11,Trujillo,Alimentos,Café,286.32,5,Efectivo,1431.6
V1000800,2025-05-26,Arequipa,Belleza,Maquillaje,432.87,4,Tarjeta,1731.48
V1000801,2025-01-22,Piura,Alimentos,Café,306.69,1,Tarjeta,306.69
V1000802,2025-05-28,Arequipa,Alimentos,Aceite,154.95,5,Yape,774.75
V1000803,2025-05-29,Cusco,Moda,Pantalón,226.76,4,Plin,907.04
V1000804,2025-03-28,Piura,Tecnología,Audífonos,71.87,4,Tarjeta,287.48
V1000805,2025-11-06,Trujillo,Tecnología,Celular,165.95,3,Plin,497.85
V1000806,2025-07-25,Cusco,Moda,Camisa,16.68,3,Tarjeta,50.04
V1000807,2025-03-24,Piura,Alimentos,Atún,413.57,5,Tarjeta,2067.85
V1000808,2025-11-22,Lima,Belleza,Perfume,196.19,5,Tarjeta,980.95
V1000809,2025-08-07,Lima,Alimentos,Café,56.53,4,Plin,226.12
V1000810,2025-02-23,Cusco,Moda,Camisa,52.95,3,Plin,158.85
V1000811,2025-07-12,Arequipa,Moda,Camisa,159.81,1,Efectivo,159.81
V1000812,2025-12-06,Piura,Belleza,Maquillaje,75.27,3,Plin,225.81
V1000813,2025-07-16,Cusco,Moda,Casaca,349.78,5,Plin,1748.9
V1000814,2025-06-16,Trujillo,Tecnología,Audífonos,254.98,3,Tarjeta,764.94
V1000815,2025-05-21,Piura,Moda,Casaca,386.07,4,Plin,1544.28
V1000816,2025-12-31,Cusco,Belleza,Perfume,120.76,2,Efectivo,241.52
V1000817,2025-01-26,Cusco,Moda,Camisa,275.27,4,Plin,1101.08
V1000818,2025-08-28,Cusco,Moda,Casaca,242.34,3,Efectivo,727.02
V1000819,2025-01-11,Arequipa,Hogar,Licuadora,143.18,4,Efectivo,572.72
V1000820,2025-08-08,Lima,Tecnología,Audífonos,406.86,3,Plin,1220.58
V1000821,2025-12-25,Piura,,Casaca,103.07,2,Efectivo,206.14
V1000822,2025-02-20,Piura,Alimentos,Arroz,20.26,1,Tarjeta,20.26
V1000823,2025-04-28,Lima,Tecnología,Tablet,341.07,3,Plin,1023.21
V1000824,2025-01-07,Arequipa,Tecnología,Audífonos,191.31,1,Yape,191.31
V1000825,2025-10-06,Arequipa,Belleza,Maquillaje,294.07,1,Efectivo,294.07
V1000826,2025-02-23,Piura,Tecnología,Audífonos,47.59,3,,142.77
V1000827,2025-09-30,Cusco,Alimentos,Café,65.93,4,Tarjeta,263.72
V1000828,2025-03-20,Lima,Belleza,Perfume,10.09,3,Yape,30.27
V1000829,2025-03-05,Trujillo,Belleza,Crema,40.11,1,Efectivo,40.11
V1000830,2025-07-29,Lima,Tecnología,Laptop,98.45,1,Yape,98.45
V1000831,2025-11-02,Cusco,Belleza,Maquillaje,155.71,4,Tarjeta,622.84
V1000832,2025-01-04,Lima,Alimentos,Café,112.33,2,Plin,224.66
V1000833,2025-03-12,Arequipa,Tecnología,Laptop,58.31,5,Plin,291.55
V1000834,2025-10-19,Arequipa,Moda,Casaca,48.85,3,Plin,146.55
V1000835,2025-05-26,Trujillo,Tecnología,Tablet,440.6,3,Yape,1321.8
V1000836,2025-07-06,Trujillo,Moda,Camisa,49.5,2,Plin,99.0
V1000837,2025-05-12,Cusco,Tecnología,Celular,318.75,4,Efectivo,1275.0
V1000838,2025-06-30,Piura,Hogar,Aspiradora,168.32,2,Yape,336.64
V1000839,2025-08-25,Trujillo,Hogar,Olla,402.83,3,Tarjeta,1208.49
V1000840,2025-04-05,Piura,,Microondas,339.4,1,Efectivo,339.4
V1000841,2025-01-12,Cusco,Belleza,Perfume,491.44,5,Plin,2457.2
V1000842,2025-06-10,Cusco,Belleza,Crema,182.26,2,Plin,364.52
V1000843,2025-06-21,Arequipa,Belleza,Perfume,102.75,2,Plin,205.5
V1000844,2025-07-05,Lima,Belleza,Maquillaje,33.7,2,Yape,67.4
V1000845,2025-07-29,Trujillo,Alimentos,Arroz,256.74,2,Plin,513.48
V1000846,2025-01-25,Lima,Hogar,Aspiradora,212.93,4,Plin,851.72
V1000847,2025-06-28,Lima,Alimentos,Arroz,20.3,5,Yape,101.5
V1000848,2025-02-11,Piura,Belleza,Maquillaje,420.25,3,Yape,1260.75
V1000849,2025-09-28,Piura,Hogar,Licuadora,90.05,3,Efectivo,270.15
V1000850,2025-01-29,Cusco,Alimentos,Aceite,198.7,5,Tarjeta,993.5
V1000851,2025-03-08,Arequipa,Moda,Casaca,242.47,3,Tarjeta,727.41
V1000852,2025-02-14,Piura,Moda,Zapatillas,440.24,4,Efectivo,1760.96
V1000853,2025-11-23,Arequipa,Belleza,Shampoo,452.35,1,Tarjeta,452.35
V1000854,2025-01-01,Arequipa,Alimentos,Atún,298.72,1,Tarjeta,298.72
V1000855,2025-01-12,Lima,Hogar,Aspiradora,400.28,1,Plin,400.28
V1000856,2025-10-06,Cusco,,Celular,345.31,3,Tarjeta,1035.93
V1000857,2025-07-09,Piura,Hogar,Licuadora,281.82,2,Yape,563.64
V1000858,2025-11-15,Lima,Alimentos,Café,324.49,3,Plin,973.47
V1000859,2025-08-20,Trujillo,Tecnología,Tablet,174.33,1,Efectivo,174.33
V1000860,2025-01-06,Piura,Moda,Camisa,93.06,4,Efectivo,372.24
V1000861,2025-12-04,Arequipa,Hogar,Microondas,278.0,2,Yape,556.0
V1000862,2025-04-24,Lima,Alimentos,Atún,393.39,3,Yape,1180.17
V1000863,2025-01-26,Piura,Belleza,Maquillaje,250.04,1,Yape,250.04
V1000864,2025-08-02,Cusco,Moda,Pantalón,407.13,4,Plin,1628.52
V1000865,2025-07-06,Lima,Alimentos,Atún,265.72,4,Tarjeta,1062.88
V1000866,2025-02-06,Arequipa,Tecnología,Audífonos,78.59,3,Plin,235.77
V1000867,2025-05-06,Trujillo,Belleza,Crema,39.0,4,Plin,156.0
V1000868,2025-06-22,Trujillo,Moda,Zapatillas,475.14,5,Efectivo,2375.7
V1000869,2025-03-06,Cusco,Belleza,Maquillaje,368.13,3,Yape,1104.39
V1000870,2025-05-26,Lima,Belleza,Shampoo,241.15,3,Tarjeta,723.45
V1000871,2025-03-29,Cusco,Alimentos,Atún,22.35,2,Yape,44.7
V1000872,2025-12-06,Cusco,Hogar,Microondas,171.97,5,Tarjeta,859.85
V1000873,2025-10-14,Piura,Tecnología,Celular,261.46,5,Tarjeta,1307.3
V1000874,2025-12-09,Trujillo,,Laptop,456.86,4,Tarjeta,1827.44
V1000875,2025-01-25,Arequipa,Alimentos,Aceite,213.6,3,Tarjeta,640.8
V1000876,2025-02-07,Piura,Belleza,Perfume,296.57,3,Yape,889.71
V1000877,2025-12-21,Lima,Belleza,Maquillaje,25.16,1,Plin,25.16
V1000878,2025-12-10,Piura,,Perfume,449.32,4,Tarjeta,1797.28
V1000879,2025-05-06,Cusco,Belleza,Crema,446.42,2,Tarjeta,892.84
V1000880,2025-07-30,Lima,Moda,Casaca,154.92,1,Tarjeta,154.92
V1000881,2025-12-02,Trujillo,Hogar,Olla,130.96,2,Tarjeta,261.92
V1000882,2025-02-14,Piura,,Crema,43.01,1,Plin,43.01
V1000883,2025-02-08,Arequipa,Moda,Pantalón,263.86,4,Efectivo,1055.44
V1000884,2025-03-29,Trujillo,Alimentos,Arroz,407.81,4,Yape,1631.24
V1000885,2025-04-19,Lima,Tecnología,Celular,467.05,3,Tarjeta,1401.15
V1000886,2025-03-10,Piura,Alimentos,Café,405.78,2,Tarjeta,811.56
V1000887,2025-09-17,Arequipa,Belleza,Shampoo,362.88,1,Plin,362.88
V1000888,2025-07-10,Lima,Moda,Pantalón,135.53,3,Tarjeta,406.59
V1000889,2025-10-25,Piura,Belleza,Maquillaje,255.03,4,Tarjeta,1020.12
V1000890,2025-03-14,Trujillo,Hogar,Licuadora,163.17,4,Yape,652.68
V1000891,2025-05-31,Piura,Belleza,Crema,193.23,5,Yape,966.15
V1000892,2025-10-14,Arequipa,Tecnología,Tablet,202.84,1,Tarjeta,202.84
V1000893,2025-06-02,Piura,Hogar,Microondas,-291.78,2,Yape,583.56
V1000894,2025-07-05,Cusco,Moda,Pantalón,111.22,4,Plin,444.88
V1000895,2025-08-02,Cusco,Belleza,Maquillaje,141.89,1,Plin,141.89
V1000896,2025-02-04,Lima,Tecnología,Audífonos,478.58,3,Tarjeta,1435.74
V1000897,2025-05-24,Cusco,Tecnología,Tablet,50.38,4,Yape,201.52
V1000898,2025-09-30,Piura,,Aspiradora,436.94,2,Efectivo,873.88
V1000899,2025-01-06,Arequipa,Alimentos,Atún,428.13,1,Yape,428.13
V1000900,2025-06-23,Cusco,Tecnología,Celular,129.35,2,Plin,258.7
V1000901,2025-03-16,Piura,,Pantalón,228.25,5,Efectivo,1141.25
V1000902,2025-11-24,Cusco,Moda,Casaca,151.83,3,Yape,455.49
V1000903,2025-04-19,Lima,Tecnología,Laptop,373.57,4,Yape,1494.28
V1000904,2025-09-03,Piura,Moda,Casaca,431.24,1,Yape,431.24
V1000905,2025-03-28,Lima,Alimentos,Atún,419.86,5,Tarjeta,2099.3
V1000906,2025-03-04,Trujillo,Hogar,Aspiradora,260.45,1,Yape,260.45
V1000907,2025-02-17,Cusco,Belleza,Maquillaje,467.59,3,Plin,1402.77
V1000908,2025-11-13,Lima,Belleza,Maquillaje,365.43,2,Efectivo,730.86
V1000909,2025-12-01,Cusco,Hogar,Licuadora,432.62,3,Efectivo,1297.86
V1000910,2025-12-27,Arequipa,Belleza,Maquillaje,489.02,5,,2445.1
V1000911,2025-08-29,Piura,Alimentos,Arroz,37.52,4,Efectivo,150.08
V1000912,2025-12-15,Arequipa,Tecnología,Celular,225.93,5,Yape,1129.65
V1000913,2025-02-07,Cusco,Belleza,Crema,242.26,5,Efectivo,1211.3
V1000914,2025-02-25,Piura,Tecnología,Tablet,216.87,5,Efectivo,1084.35
V1000915,2025-09-29,Arequipa,Moda,Pantalón,340.04,3,Tarjeta,1020.12
V1000916,2025-05-10,Trujillo,Hogar,Aspiradora,333.79,1,Yape,333.79
V1000917,2025-11-21,Piura,Tecnología,Tablet,10.81,3,Tarjeta,32.43
V1000918,2025-07-20,Piura,Belleza,Crema,117.62,1,Yape,117.62
V1000919,2025-12-08,Arequipa,Alimentos,Atún,378.9,3,Efectivo,1136.7
V1000920,2025-01-18,Lima,Tecnología,Audífonos,220.96,4,Plin,883.84
V1000921,2025-03-23,Cusco,Belleza,Perfume,374.57,1,Plin,374.57
V1000922,2025-04-15,Trujillo,Hogar,Olla,497.22,2,Yape,994.44
V1000923,2025-12-28,Lima,Hogar,Aspiradora,49.77,5,,248.85
V1000924,2025-06-20,Piura,Belleza,Crema,439.95,2,Yape,879.9
V1000925,2025-10-13,Arequipa,,Pantalón,235.76,3,Yape,707.28
V1000926,2025-04-16,Arequipa,Hogar,Aspiradora,444.39,1,Plin,444.39
V1000927,2025-12-29,Piura,Hogar,Aspiradora,271.98,1,Yape,271.98
V1000928,2025-10-25,Cusco,Alimentos,Café,411.25,4,Plin,1645.0
V1000929,2025-11-24,Lima,Moda,Pantalón,128.17,3,Efectivo,384.51
V1000930,2025-11-12,Cusco,Tecnología,Celular,194.66,3,Plin,583.98
V1000931,2025-02-11,Arequipa,Belleza,Shampoo,477.17,2,Yape,954.34
V1000932,2025-09-30,Lima,Hogar,Licuadora,393.75,3,Plin,1181.25
V1000933,2025-02-26,Trujillo,Moda,Pantalón,455.62,5,Tarjeta,2278.1
V1000934,2025-12-07,Piura,Alimentos,Aceite,48.15,3,Tarjeta,144.45
V1000935,2025-10-04,Piura,Moda,Casaca,92.72,5,Efectivo,463.6
V1000936,2025-12-02,Trujillo,,Aspiradora,419.85,3,Tarjeta,1259.55
V1000937,2025-07-06,Trujillo,Tecnología,Laptop,149.25,2,Efectivo,298.5
V1000938,2025-07-25,Cusco,Belleza,Crema,92.11,5,,460.55
V1000939,2025-05-20,Lima,Belleza,Maquillaje,335.05,5,,1675.25
V1000940,2025-02-14,Lima,Moda,Zapatillas,475.9,5,Yape,2379.5
V1000941,2025-01-27,Arequipa,Alimentos,Arroz,31.12,5,Yape,155.6
V1000942,2025-07-04,Piura,Moda,Camisa,256.81,2,Tarjeta,513.62
V1000943,2025-06-03,Cusco,Belleza,Perfume,318.0,5,Efectivo,1590.0
V1000944,2025-06-18,Lima,Tecnología,Audífonos,375.4,2,Plin,750.8
V1000945,2025-02-12,Lima,,Aspiradora,285.31,4,Plin,1141.24
V1000946,2025-03-12,Arequipa,Hogar,Microondas,347.52,5,Efectivo,1737.6
V1000947,2025-07-28,Lima,Alimentos,Aceite,484.19,2,Yape,968.38
V1000948,2025-02-25,Lima,Alimentos,Café,187.63,3,Plin,562.89
V1000949,2025-11-16,Cusco,Tecnología,Celular,241.53,4,Efectivo,966.12
V1000950,2025-09-28,Lima,Belleza,Perfume,212.06,2,Tarjeta,424.12
V1000951,2025-03-15,Lima,Moda,Camisa,186.59,5,Efectivo,932.95
V1000952,2025-12-10,Lima,Tecnología,Laptop,123.48,1,Efectivo,123.48
V1000953,2025-11-14,Lima,Tecnología,Tablet,463.77,5,Efectivo,2318.85
V1000954,2025-07-22,Piura,Hogar,Aspiradora,227.45,5,Plin,1137.25
V1000955,2025-12-31,Lima,Hogar,Microondas,367.15,4,Tarjeta,1468.6
V1000956,2025-03-23,Lima,Belleza,Shampoo,446.22,5,Yape,2231.1
V1000957,2025-12-04,Cusco,,Café,295.73,3,Plin,887.19
V1000958,2025-07-24,Cusco,Tecnología,Audífonos,116.12,3,Efectivo,348.36
V1000959,2025-01-26,Lima,Alimentos,Aceite,177.64,4,Tarjeta,710.56
V1000960,2025-06-30,Cusco,Hogar,Microondas,459.44,3,Tarjeta,1378.32
V1000961,2025-03-17,Lima,Alimentos,Café,177.51,3,Tarjeta,532.53
V1000962,2025-12-21,Trujillo,Hogar,Olla,471.09,4,Plin,1884.36
V1000963,2025-11-06,Lima,Belleza,Shampoo,19.81,2,Plin,39.62
V1000964,2025-12-14,Trujillo,Belleza,Maquillaje,334.23,3,Efectivo,1002.69
V1000965,2025-11-30,Lima,Hogar,Microondas,23.17,4,Yape,92.68
V1000966,2025-03-09,Piura,Moda,Pantalón,479.0,4,Efectivo,1916.0
V1000967,2025-05-20,Arequipa,Tecnología,Tablet,272.46,2,Plin,544.92
V1000968,2025-05-29,Trujillo,Hogar,Olla,10.46,2,Efectivo,20.92
V1000969,2025-03-28,Piura,Tecnología,Audífonos,199.97,4,Efectivo,799.88
V1000970,2025-10-03,Cusco,Alimentos,Aceite,304.12,4,Plin,1216.48
V1000971,2025-04-10,Cusco,Hogar,Microondas,469.0,5,Plin,2345.0
V1000972,2025-10-05,Arequipa,Alimentos,Café,422.63,5,Yape,2113.15
V1000973,2025-09-19,Trujillo,Moda,Zapatillas,427.19,5,Plin,2135.95
V1000974,2025-03-10,Cusco,,Zapatillas,220.87,2,Tarjeta,441.74
V1000975,2025-10-20,Lima,Belleza,Perfume,78.87,1,Efectivo,78.87
V1000976,2025-11-24,Piura,Belleza,Shampoo,284.27,2,Plin,568.54
V1000977,2025-02-04,Arequipa,Belleza,Maquillaje,104.51,2,Tarjeta,209.02
V1000978,2025-05-02,Lima,Hogar,Aspiradora,398.03,3,Tarjeta,1194.09
V1000979,2025-12-25,Trujillo,Alimentos,Aceite,91.47,2,Tarjeta,182.94
V1000980,2025-05-12,Arequipa,Tecnología,Laptop,70.81,4,Tarjeta,283.24
V1000981,2025-12-20,Piura,Hogar,Licuadora,248.73,1,Yape,248.73
V1000982,2025-11-25,Arequipa,Alimentos,Café,147.02,4,Tarjeta,588.08
V1000983,2025-01-10,Piura,Alimentos,Café,136.16,4,Tarjeta,544.64
V1000984,2025-09-10,Arequipa,Hogar,Aspiradora,404.51,4,Efectivo,1618.04
V1000985,2025-08-04,Lima,Alimentos,Arroz,365.1,5,Plin,1825.5
V1000986,2025-11-26,Arequipa,Alimentos,Aceite,280.88,2,Efectivo,561.76
V1000987,2025-09-23,Piura,Moda,Casaca,98.0,1,Efectivo,98.0
V1000988,2025-01-18,Trujillo,Tecnología,Laptop,233.84,4,Plin,935.36
V1000989,2025-10-10,Arequipa,Hogar,Microondas,415.71,2,Plin,831.42
V1000990,2025-10-09,Lima,Hogar,Licuadora,398.05,1,Plin,398.05
V1000991,2025-10-14,Lima,Belleza,Shampoo,132.94,1,Tarjeta,132.94
V1000992,2025-03-25,Cusco,Hogar,Licuadora,293.03,2,Efectivo,586.06
V1000993,2025-01-30,Trujillo,Belleza,Shampoo,58.75,4,Tarjeta,235.0
V1000994,2025-07-13,Arequipa,Moda,Pantalón,433.88,5,Plin,2169.4
V1000995,2025-11-20,Arequipa,Tecnología,Audífonos,345.74,3,Efectivo,1037.22
V1000996,2025-11-06,Lima,Moda,Casaca,463.07,5,Tarjeta,2315.35
V1000997,2025-02-26,Piura,Hogar,Microondas,277.74,5,Yape,1388.7
V1000998,2025-09-16,Arequipa,Belleza,Maquillaje,284.02,2,Yape,568.04
V1000999,2025-04-18,Trujillo,Alimentos,Aceite,194.72,4,Efectivo,778.88
V1001000,2025-10-09,Arequipa,Belleza,Maquillaje,179.47,4,Tarjeta,717.88
V1001001,2025-01-05,Cusco,Belleza,Crema,362.42,1,Tarjeta,362.42
V1001002,2025-05-23,Arequipa,Hogar,Olla,455.32,4,Plin,1821.28
V1001003,2025-09-12,Trujillo,Moda,Camisa,192.77,4,Yape,771.08
V1001004,2025-01-26,Piura,Alimentos,Arroz,497.8,5,Plin,2489.0
V1001005,2025-08-25,Lima,Belleza,Perfume,425.16,5,Yape,2125.8
V1001006,2025-05-24,Piura,Moda,Zapatillas,218.5,5,Efectivo,1092.5
V1001007,2025-10-27,Trujillo,Tecnología,Celular,410.16,1,Plin,410.16
V1001008,2025-01-12,Piura,Tecnología,Celular,320.93,4,Plin,1283.72
V1001009,2025-07-16,Arequipa,Moda,Pantalón,101.6,2,Tarjeta,203.2
V1001010,2025-03-19,Cusco,Hogar,Microondas,220.04,5,Tarjeta,1100.2
V1001011,2025-07-19,Piura,Tecnología,Tablet,498.78,3,Tarjeta,1496.34
V1001012,2025-08-09,Cusco,Belleza,Crema,148.56,4,Efectivo,594.24
V1001013,2025-12-17,Arequipa,,Café,361.66,1,Yape,361.66
V1001014,2025-04-08,Trujillo,Alimentos,Arroz,222.92,5,Tarjeta,1114.6
V1001015,2025-03-04,Lima,Hogar,Licuadora,144.25,4,Tarjeta,577.0
V1001016,2025-09-12,Piura,Tecnología,Celular,373.76,2,Plin,747.52
V1001017,2025-04-26,Piura,Alimentos,Aceite,242.41,2,Tarjeta,484.82
V1001018,2025-12-13,Cusco,Moda,Pantalón,443.33,2,Tarjeta,886.66
V1001019,2025-02-28,Lima,,Café,257.27,2,Tarjeta,514.54
V1001020,2025-10-26,Arequipa,Moda,Zapatillas,455.87,4,Efectivo,1823.48
V1001021,2025-01-27,Trujillo,Tecnología,Tablet,242.8,4,Efectivo,971.2
V1001022,2025-07-14,Lima,Alimentos,Aceite,433.18,2,Yape,866.36
V1001023,2025-11-01,Trujillo,Alimentos,Atún,24.9,4,Yape,99.6
V1001024,2025-07-05,Piura,Alimentos,Café,36.76,4,Plin,147.04
V1001025,2025-05-25,Arequipa,Belleza,Shampoo,430.35,5,Efectivo,2151.75
V1001026,2025-12-22,Trujillo,Alimentos,Café,486.9,4,Yape,1947.6
V1001027,2025-04-27,Trujillo,Tecnología,Audífonos,470.56,5,Yape,2352.8
V1001028,2025-02-11,Lima,Hogar,Aspiradora,35.72,2,Efectivo,71.44
V1001029,2025-12-24,Cusco,Hogar,Olla,355.75,5,,1778.75
V1001030,2025-04-02,Lima,,Audífonos,321.6,5,Tarjeta,1608.0
V1001031,2025-05-25,Piura,Tecnología,Celular,75.87,4,,303.48
V1001032,2025-03-04,Cusco,Moda,Casaca,285.35,5,Efectivo,1426.75
V1001033,2025-08-09,Cusco,Tecnología,Laptop,493.48,4,Efectivo,1973.92
V1001034,2025-03-12,Arequipa,Tecnología,Audífonos,311.38,4,Plin,1245.52
V1001035,2025-06-05,Piura,Tecnología,Tablet,241.4,1,Tarjeta,241.4
V1001036,2025-12-19,Lima,Moda,Camisa,36.93,5,Yape,184.65
V1001037,2025-02-09,Cusco,Tecnología,Laptop,225.39,5,Yape,1126.95
V1001038,2025-06-21,Piura,Alimentos,Aceite,158.58,3,Tarjeta,475.74
V1001039,2025-03-28,Lima,Belleza,Shampoo,-316.36,3,Yape,949.08
V1001040,2025-02-11,Cusco,Hogar,Olla,396.22,3,Yape,1188.66
V1001041,2025-03-04,Trujillo,Hogar,Licuadora,369.25,2,Tarjeta,738.5
V1001042,2025-03-22,Trujillo,Moda,Casaca,92.89,1,Tarjeta,92.89
V1001043,2025-07-15,Piura,Alimentos,Arroz,143.12,5,Efectivo,715.6
V1001044,2025-02-26,Cusco,Hogar,Olla,75.33,3,Yape,225.99
V1001045,2025-05-09,Trujillo,Tecnología,Laptop,393.07,4,Tarjeta,1572.28
V1001046,2025-08-02,Cusco,Moda,Zapatillas,175.61,4,Tarjeta,702.44
V1001047,2025-04-19,Lima,,Crema,137.82,3,Plin,413.46
V1001048,2025-12-08,Arequipa,Alimentos,Café,483.81,3,Plin,1451.43
V1001049,2025-06-16,Lima,,Aspiradora,129.63,2,Yape,259.26
V1001050,2025-02-07,Cusco,Alimentos,Atún,294.8,1,,294.8
V1001051,2025-02-04,Arequipa,Moda,Camisa,261.84,4,Yape,1047.36
V1001052,2025-07-23,Arequipa,Alimentos,Atún,94.78,4,Tarjeta,379.12
V1001053,2025-03-29,Lima,Alimentos,Arroz,376.18,4,Efectivo,1504.72
V1001054,2025-04-18,Arequipa,Belleza,Crema,161.64,4,Yape,646.56
V1001055,2025-03-15,Trujillo,Hogar,Microondas,395.3,1,Yape,395.3
V1001056,2025-09-09,Cusco,Moda,Zapatillas,253.06,2,Efectivo,506.12
V1001057,2025-02-14,Arequipa,Hogar,Licuadora,113.38,4,Yape,453.52
V1001058,2025-12-23,Arequipa,Hogar,Olla,116.62,2,Yape,233.24
V1001059,2025-11-28,Piura,Moda,Casaca,117.84,5,Plin,589.2
V1001060,2025-01-04,Arequipa,Hogar,Licuadora,360.53,4,Efectivo,1442.12
V1001061,2025-11-21,Arequipa,Moda,Camisa,116.55,3,Tarjeta,349.65
V1001062,2025-06-01,Cusco,Alimentos,Atún,402.07,1,Tarjeta,402.07
V1001063,2025-02-25,Trujillo,Moda,Camisa,391.09,4,Efectivo,1564.36
V1001064,2025-06-04,Lima,Belleza,Maquillaje,163.29,3,Tarjeta,489.87
V1001065,2025-09-15,Lima,Tecnología,Laptop,210.5,4,Plin,842.0
V1001066,2025-01-22,Cusco,Moda,Zapatillas,432.48,4,Efectivo,1729.92
V1001067,2025-08-04,Piura,Alimentos,Café,427.38,5,Tarjeta,2136.9
V1001068,2025-06-30,Piura,Tecnología,Tablet,270.42,2,Tarjeta,540.84
V1001069,2025-02-09,Piura,Tecnología,Audífonos,242.47,5,Efectivo,1212.35
V1001070,2025-11-23,Piura,Moda,Casaca,277.97,4,Efectivo,1111.88
V1001071,2025-07-19,Cusco,Moda,Camisa,251.08,2,Efectivo,502.16
V1001072,2025-01-20,Lima,,Celular,136.47,1,Plin,136.47
V1001073,2025-02-14,Cusco,,Celular,356.73,3,Efectivo,1070.19
V1001074,2025-08-02,Trujillo,Hogar,Aspiradora,224.94,1,Tarjeta,224.94
V1001075,2025-02-18,Trujillo,Belleza,Shampoo,234.6,5,Yape,1173.0
V1001076,2025-06-15,Piura,Hogar,Aspiradora,223.16,2,Yape,446.32
V1001077,2025-05-03,Trujillo,Hogar,Microondas,117.96,3,Efectivo,353.88
V1001078,2025-01-02,Piura,Alimentos,Arroz,140.9,5,Yape,704.5
V1001079,2025-06-30,Piura,Alimentos,Café,316.77,3,Efectivo,950.31
V1001080,2025-05-08,Arequipa,Hogar,Licuadora,137.42,5,Yape,687.1
V1001081,2025-08-14,Piura,Alimentos,Atún,232.42,3,Tarjeta,697.26
V1001082,2025-07-01,Piura,Belleza,Crema,177.07,4,Efectivo,708.28
V1001083,2025-03-05,Piura,Moda,Casaca,330.57,2,Yape,661.14
V1001084,2025-01-21,Arequipa,Moda,Zapatillas,54.97,2,Yape,109.94
V1001085,2025-04-09,Cusco,Tecnología,Audífonos,135.0,1,Tarjeta,135.0
